Gene	S1	S2	S3
GYLTL1B	-1.972301e+00	-2.348726e+00	-2.015289e+00
CUBN	-2.917463e+00	-6.219313e-01	-2.763100e+00
C6orf57	-3.647871e+00	-2.013515e+00	-5.868486e-01
KDM3B	-2.178106e+00	-2.025628e+00	-2.006552e+00
AMMECR1	-1.602279e+00	-2.328053e+00	-2.271791e+00
SEH1L	-1.470267e+00	-3.142646e+00	-1.582160e+00
CASQ1	-2.153647e+00	-3.075461e+00	-9.102968e-01
PCGF3	-2.733195e+00	-1.464394e+00	-1.912920e+00
DHX9	-2.068828e+00	-2.109234e+00	-1.931198e+00
VEZT	-2.542800e+00	-1.616506e+00	-1.939231e+00
FAM174A	-1.762076e+00	-2.321038e+00	-1.983411e+00
ADCY8	-9.001077e-02	-7.026227e-02	-5.901375e+00
CSPP1	-1.293416e+00	-2.286144e+00	-2.467410e+00
SUPT20H	-1.985602e+00	-2.120072e+00	-1.938527e+00
GCN1L1	-1.726037e+00	-2.004961e+00	-2.246948e+00
BCL2L2-PABPN1	-1.907091e+00	-2.131114e+00	-1.924754e+00
ADNP2	-1.897710e+00	-1.994086e+00	-1.996478e+00
POLR2F	-1.570640e+00	-2.298588e+00	-2.017267e+00
DENND6B	-1.883544e+00	-2.019579e+00	-1.956115e+00
PHOX2A	-1.946146e+00	-2.260961e+00	-1.634288e+00
CUEDC1	-2.134211e+00	-2.488102e+00	-1.204855e+00
INSM1	-2.322963e+00	-1.749146e+00	-1.744126e+00
NANOS3	-2.379677e+00	-1.571625e+00	-1.814698e+00
PRKAR2A	-1.820077e+00	-2.392913e+00	-1.534932e+00
CETP	-1.671818e+00	-2.549342e+00	-1.476134e+00
AARS	-1.543598e+00	-1.958767e+00	-2.179526e+00
BANP	-1.261090e+00	-2.832132e+00	-1.567091e+00
PFDN1	-2.228870e+00	-1.840922e+00	-1.588531e+00
FOXO4	-1.844982e+00	-2.193133e+00	-1.618986e+00
NEIL1	-1.866110e+00	-2.075582e+00	-1.671665e+00
NAA20	-1.900032e+00	-1.949409e+00	-1.745687e+00
SPATA21	-1.253444e+00	-3.038772e+00	-1.263642e+00
NGDN	-7.125993e-01	-2.475784e+00	-2.366561e+00
FDXACB1	-2.113814e-01	-3.466897e-01	-4.963935e+00
THAP11	-1.884764e+00	-1.710558e+00	-1.919016e+00
SAFB	-1.826653e+00	-2.238260e+00	-1.435730e+00
NDUFA5	-1.785452e+00	-2.620509e+00	-1.093217e+00
RPRD1B	-1.515492e+00	-2.058814e+00	-1.867952e+00
RAB20	-2.502685e+00	-2.377880e+00	-5.364311e-01
MAP3K4	-1.324492e+00	-1.416536e+00	-2.668481e+00
ZFYVE20	-1.820638e+00	-2.012412e+00	-1.542838e+00
FAM20C	-1.645999e+00	-1.657058e+00	-2.071275e+00
MED12	-1.581497e+00	-1.546661e+00	-2.234977e+00
OSR1	-2.081429e+00	-9.611154e-01	-2.316975e+00
QARS	-1.484448e+00	-1.483863e+00	-2.377947e+00
CDAN1	-1.406615e+00	-1.893875e+00	-2.022114e+00
NSD1	-2.064169e+00	-1.639341e+00	-1.613514e+00
ESYT2	-1.576941e+00	-2.772903e+00	-9.624561e-01
TBCA	-1.545010e+00	-8.024263e-01	-2.957020e+00
ACSM5	-1.524185e+00	-2.112272e+00	-1.660586e+00
TAF8	-1.701653e+00	-1.740669e+00	-1.844393e+00
FAM115C	-1.443868e-01	-2.709527e-01	-4.867371e+00
SCAMP5	8.048889e-02	1.438832e-01	-5.482897e+00
YWHAQ	-1.393085e+00	-2.046790e+00	-1.816864e+00
TRIM33	-1.578967e+00	-1.541907e+00	-2.129687e+00
GLUL	-5.432407e-01	-2.334213e+00	-2.322898e+00
NFASC	-1.777251e+00	-2.882530e+00	-5.355583e-01
TADA1	-1.774711e+00	-1.734437e+00	-1.674584e+00
CLDND1	-1.627120e+00	-1.560695e+00	-1.984420e+00
C9orf41	-1.136439e+00	-1.517294e+00	-2.503663e+00
OCM2	-1.687992e+00	-2.032230e+00	-1.433196e+00
RICTOR	-1.595313e+00	-2.153858e+00	-1.387105e+00
UBC	-1.824639e+00	-1.495147e+00	-1.778417e+00
IRS2	-1.784929e+00	-1.752387e+00	-1.560289e+00
ZBTB18	-1.227530e+00	-1.728315e+00	-2.134799e+00
ARL2	-1.250158e+00	-2.615009e+00	-1.218752e+00
EXOSC3	-1.481463e-01	-2.530772e+00	-2.400709e+00
GADD45G	-1.485998e+00	-1.669936e+00	-1.903759e+00
VIM	-2.471906e-01	-7.741481e-01	-4.037399e+00
RASEF	-1.730201e+00	-1.755717e+00	-1.569831e+00
FAM101A	-1.135598e+00	-2.683443e+00	-1.211628e+00
LYSMD2	-1.657620e+00	-1.739199e+00	-1.623744e+00
ITPKB	-1.261638e+00	-2.242019e+00	-1.514975e+00
RIN3	-1.245723e+00	-2.407895e+00	-1.358129e+00
TBC1D20	-1.126669e+00	-3.549133e-01	-3.519853e+00
GNB1L	-1.726498e+00	-2.077003e+00	-1.161984e+00
MED13	-1.338731e+00	-2.253399e+00	-1.372564e+00
ANKRD17	-1.274934e+00	-1.933858e+00	-1.746838e+00
BLOC1S1	-1.286059e+00	-2.438999e+00	-1.204324e+00
GTF2A2	-1.455683e+00	-1.897944e+00	-1.556197e+00
SENP5	-1.438167e+00	-2.407835e+00	-1.043771e+00
SPTBN4	-1.168007e+00	-1.236892e+00	-2.467343e+00
PIK3CA	-1.467360e+00	-2.200585e+00	-1.187102e+00
FOXK1	-2.068924e+00	-9.741618e-01	-1.801010e+00
PRDM14	-2.051573e+00	-1.265022e+00	-1.511960e+00
MLLT3	-1.934766e+00	-1.573928e+00	-1.302901e+00
UBIAD1	-1.327227e+00	-1.653650e+00	-1.819631e+00
B4GALT7	-1.625893e+00	-2.070161e+00	-1.082094e+00
AMBRA1	-1.735975e+00	-1.208805e+00	-1.826573e+00
RBL1	-1.549704e+00	-7.577809e-01	-2.430516e+00
MTA3	-1.149901e+00	-1.710927e+00	-1.855511e+00
EFEMP1	-1.419674e+00	-1.771454e+00	-1.501971e+00
NUP43	-1.568619e+00	-1.743745e+00	-1.374601e+00
MAPRE3	-1.134127e+00	-1.166776e+00	-2.360081e+00
TADA2B	-1.295958e+00	-1.666394e+00	-1.678672e+00
BARHL1	-9.981972e-01	-1.834787e+00	-1.781835e+00
MYCBP2	-1.566123e+00	-1.627819e+00	-1.417963e+00
PUM1	-1.661508e+00	-1.224934e+00	-1.701810e+00
HNRNPU	-9.609761e-01	-5.463810e-01	-3.077204e+00
SPIRE2	5.882723e-02	4.830034e-01	-5.108565e+00
PARP15	2.823763e-01	-5.654780e-01	-4.275788e+00
MED26	1.103143e+00	-2.627715e+00	-3.029705e+00
AGO3	-1.864505e-01	-3.656971e-01	-3.989145e+00
DDHD1	-1.464398e+00	-2.135359e+00	-9.081088e-01
TNRC6A	-1.503671e+00	-1.560733e+00	-1.428282e+00
VPS45	-1.579630e+00	-1.724088e+00	-1.160980e+00
CAPZA1	-2.121117e+00	-1.222395e+00	-1.116697e+00
PCDHA8	-5.188889e-01	1.670711e-01	-4.096321e+00
MUC4	-1.094856e+00	-1.730669e+00	-1.614179e+00
GATAD1	3.532443e-01	2.328265e-01	-5.012085e+00
CHRNA4	-3.494122e-01	-3.610387e-01	-3.710425e+00
MAP2K6	-1.204637e+00	-1.457774e+00	-1.747186e+00
EIF2AK4	-1.416315e+00	-1.523361e+00	-1.456462e+00
EFCAB13	-2.785545e-01	-3.570152e-01	-3.755927e+00
LOH12CR1	-1.810284e+00	-7.465242e-01	-1.832832e+00
11-Sep	3.830428e-01	2.106178e-01	-4.971849e+00
PQLC1	-1.314749e-02	-4.894637e-01	-3.847773e+00
NLRP3	-1.338507e+00	-1.838698e+00	-1.169995e+00
WWOX	-9.388500e-01	-2.166377e+00	-1.228303e+00
COPRS	-1.645461e+00	-1.456950e+00	-1.225524e+00
ADAM2	-1.853708e+00	-9.575563e-01	-1.510633e+00
ETV3L	-1.675002e+00	-1.366763e+00	-1.278511e+00
IKZF3	-2.508869e+00	-9.635753e-01	-8.365995e-01
SMARCA5	-1.745226e+00	-1.108013e+00	-1.445210e+00
ZIK1	-1.332797e+00	-1.388560e+00	-1.567246e+00
SLC12A7	-1.846437e+00	-1.160476e+00	-1.273679e+00
FRRS1	-1.790700e+00	-1.084808e+00	-1.405063e+00
FAM171A1	-1.626271e+00	-1.299660e+00	-1.352670e+00
GLMN	3.263720e-01	-2.918582e+00	-1.679285e+00
LTBP2	-1.436124e+00	-1.440247e+00	-1.394188e+00
TUBA3E	-7.428951e-01	2.675742e-02	-3.550372e+00
SUFU	-1.368823e+00	-1.212533e+00	-1.681739e+00
STAR	-6.715817e-01	-4.417885e-01	-3.147960e+00
GAREML	-1.152646e+00	-1.629359e+00	-1.473034e+00
WDR92	-4.225308e-01	-3.706308e+00	-1.258842e-01
C15orf56	-1.788505e+00	-1.300877e+00	-1.164879e+00
RASD1	-9.954016e-01	-2.665123e+00	-5.905649e-01
SMLR1	-2.123799e+00	-1.303062e+00	-8.206541e-01
EIF4A1	-1.562956e+00	-1.562338e+00	-1.113067e+00
TMEM127	-1.757886e+00	-1.400474e+00	-1.078429e+00
DNM2	-1.831718e+00	-1.257597e+00	-1.144485e+00
SPAG9	-8.608037e-01	-2.117362e+00	-1.254979e+00
DDOST	-6.537864e-01	-3.415932e+00	-1.590089e-01
CHKB	-1.377215e+00	-1.483096e+00	-1.358488e+00
HNRNPDL	-2.192618e+00	-6.482338e-01	-1.376623e+00
PPP2R2A	-1.357527e+00	-1.085623e+00	-1.759521e+00
PPIH	-2.324790e+00	-1.180902e+00	-6.504166e-01
SDC3	2.547179e-02	-4.846800e-01	-3.688580e+00
CYP46A1	-1.046263e+00	-1.645283e+00	-1.452849e+00
VWA3A	-1.752846e+00	-1.138108e+00	-1.253347e+00
KIAA0247	-1.383359e+00	-1.531890e+00	-1.228505e+00
SUDS3	-6.255860e-01	-1.696015e+00	-1.820878e+00
APOM	-1.253929e+00	-1.501004e+00	-1.386048e+00
PDZRN3	-9.267427e-01	-1.562112e+00	-1.649347e+00
INSC	-2.196175e-01	-7.648598e-02	-3.824816e+00
CMTM1	-2.179823e+00	-9.875884e-01	-9.458676e-01
QKI	-1.652097e+00	-1.370689e+00	-1.074774e+00
MEF2BNB	-1.072924e+00	-1.470789e+00	-1.539554e+00
TCF3	-1.137495e+00	-1.687566e+00	-1.248543e+00
FLYWCH2	-1.754639e-01	-2.345968e-01	-3.645528e+00
PAPSS2	-1.411084e+00	-1.183058e+00	-1.457410e+00
SERF2	-6.655759e-01	-1.733649e+00	-1.631408e+00
PHF14	-4.398754e-01	4.612388e-02	-3.625342e+00
IMMP2L	-3.933701e-01	3.261578e-01	-3.947566e+00
AKT1	-1.264603e+00	-1.168392e+00	-1.580253e+00
PACRG	-7.886387e-01	-1.174790e+00	-2.045976e+00
FADS2	-9.457926e-01	-1.509851e+00	-1.551362e+00
SLC29A4	-8.792439e-01	-1.764427e+00	-1.352433e+00
RPRML	-1.916254e+00	-1.080966e+00	-9.953255e-01
DTX3L	-6.248455e-01	2.328264e-01	-3.596882e+00
RNF166	-1.654791e+00	-1.307320e+00	-1.017874e+00
TMEM63C	-1.413193e+00	-1.443709e+00	-1.120089e+00
ZNF585A	-2.802361e-01	-3.242774e+00	-4.520141e-01
EPG5	-1.366996e+00	-1.309549e+00	-1.292989e+00
ADO	-1.303168e+00	-1.500942e+00	-1.155386e+00
HEXDC	-1.121636e+00	-1.270530e+00	-1.566700e+00
TAF2	-1.720892e+00	-2.212693e+00	-1.951740e-02
PAN2	-1.082443e+00	-1.151025e+00	-1.718358e+00
NPTX1	-9.920664e-02	-3.221952e-01	-3.528572e+00
HKDC1	-1.403901e+00	-1.598421e+00	-9.439837e-01
PLXDC1	-1.275133e+00	-1.516435e+00	-1.140049e+00
ELP4	-8.781536e-01	-1.950917e+00	-1.091552e+00
C11orf82	-1.263593e+00	-1.918144e+00	-7.293361e-01
PDDC1	-1.549219e+00	-2.285471e+00	-5.042377e-02
BLOC1S2	-1.279320e+00	-1.820381e+00	-7.836268e-01
KIF18A	-2.105891e+00	-1.466159e+00	-3.047663e-01
ABCB6	-1.301857e+00	-7.596681e-01	-1.801330e+00
NXT1	-1.222880e+00	-2.181197e+00	-4.578066e-01
AMT	-1.912677e+00	-1.231897e+00	-7.080003e-01
MAST4	-1.086614e+00	-1.159161e+00	-1.592813e+00
MED29	-1.617052e+00	-1.408141e+00	-7.906381e-01
KHDC1	-4.170879e-01	-1.213128e+00	-2.173929e+00
TRIM28	-4.847921e-01	-4.153910e-01	-2.892147e+00
PKD2	-1.335002e+00	-1.158019e+00	-1.290722e+00
BOLA3	-9.108681e-01	-1.773961e+00	-1.088284e+00
ZFP14	-2.528444e-01	-1.471119e-01	-3.371688e+00
CTRB1	-1.247894e+00	-1.363993e+00	-1.158011e+00
SRSF5	-1.120969e+00	-1.442451e+00	-1.183323e+00
DDC	-1.259149e+00	-1.068922e+00	-1.407232e+00
PAPOLA	-8.382075e-01	-9.489206e-01	-1.946289e+00
CYP2S1	-1.069775e+00	-1.656375e+00	-9.937148e-01
LHFP	-1.459302e+00	-1.912611e+00	-3.395423e-01
BMP15	-7.214117e-01	-1.814526e+00	-1.167693e+00
CREB3L1	-3.086749e-01	1.062725e-01	-3.458712e+00
NUP133	-1.706304e+00	-2.843445e-02	-1.913620e+00
C1QTNF9B-AS1	-8.208642e-01	-1.532306e+00	-1.284960e+00
NEK2	-1.241114e+00	-8.310642e-01	-1.563053e+00
FAM26F	-3.474751e-01	2.212705e-01	-3.508751e+00
PFDN4	9.354225e-01	-1.957824e+00	-2.609295e+00
RHEB	-1.950567e+00	-3.707911e-01	-1.310125e+00
SYCP1	-9.737630e-02	-3.785570e-01	-3.148473e+00
PLD1	2.735733e-02	-2.274846e-01	-3.417465e+00
LRRK2	-1.076936e+00	-1.245624e+00	-1.291679e+00
NANOG	-1.358545e+00	-1.114119e+00	-1.141093e+00
C6orf132	-8.197251e-01	-9.818011e-01	-1.806043e+00
LOC100129083	-1.140057e+00	-1.062083e+00	-1.379664e+00
ATG12	-5.722036e-02	-4.803822e-01	-3.017824e+00
RBL2	-1.247803e+00	-1.340744e+00	-9.616439e-01
NME1-NME2	-1.317401e+00	-1.075175e+00	-1.154245e+00
FAAH	-3.821984e-02	-4.752347e-02	-3.459669e+00
PPP2CB	-8.452014e-01	-1.134124e+00	-1.564652e+00
MTOR	-7.331124e-01	-1.766273e+00	-1.041631e+00
EPM2AIP1	-7.097315e-01	-1.529269e+00	-1.294651e+00
GLOD4	-1.939879e-02	-1.750133e-01	-3.335843e+00
PEX19	-8.662069e-01	-1.472225e+00	-1.189959e+00
KAT5	-1.922170e+00	-1.445706e+00	-1.598039e-01
NOSTRIN	-1.062235e+00	-1.744158e+00	-7.178852e-01
C1orf56	-1.250464e+00	-1.083156e+00	-1.184296e+00
RRP8	1.771229e-01	-1.854141e+00	-1.837490e+00
LRP5L	-5.522749e-03	3.364467e-01	-3.836084e+00
PWWP2A	-1.269645e+00	-8.418126e-01	-1.392792e+00
ATXN7L2	-9.995601e-01	-1.194387e+00	-1.303009e+00
CD70	4.655752e-01	4.887727e-02	-4.007779e+00
PDK2	-1.077686e+00	-8.785282e-01	-1.532950e+00
GABRA2	-1.625608e+00	-1.120704e+00	-7.414872e-01
MED13L	-1.164004e+00	-1.176081e+00	-1.146270e+00
AREL1	-1.323560e+00	-7.387831e-01	-1.401832e+00
C12orf71	-1.251428e+00	-1.170091e+00	-1.040224e+00
TMEM9B	-1.313400e-01	4.191364e-02	-3.366731e+00
TNFSF12	-1.284267e+00	-1.184355e+00	-9.817566e-01
SNTG2	3.272182e-01	1.237926e-01	-3.899504e+00
KIR3DL1	5.611464e-01	-5.407006e-01	-3.465478e+00
ZNF773	-1.222692e-01	-1.292572e-01	-3.193096e+00
LCN9	-6.421361e-02	3.827387e-02	-3.414910e+00
HRSP12	-1.140816e+00	-1.202407e+00	-1.094527e+00
RBM27	-6.885539e-01	-1.959967e+00	-7.874419e-01
COX7A1	-1.070237e+00	-1.305054e+00	-1.047650e+00
TMEM184B	-3.375490e-01	-4.428181e-01	-2.635505e+00
MRPS33	-2.002620e+00	-3.423441e-01	-1.070668e+00
TRMT112	-1.490102e+00	-1.080783e+00	-8.428305e-01
PDCD5	-1.067595e+00	-9.237290e-01	-1.420324e+00
PAFAH1B1	-1.586512e+00	-1.246849e+00	-5.771529e-01
SUPT7L	-1.077081e+00	-1.349090e+00	-9.665993e-01
CD33	-1.256453e+00	-9.741062e-01	-1.159518e+00
SLC50A1	-1.276473e+00	-9.150713e-01	-1.195770e+00
CCNF	-1.234526e+00	-7.935012e-01	-1.358432e+00
WDR24	-1.633071e+00	-1.530087e-01	-1.599203e+00
MTHFD1	-1.310161e+00	-7.630195e-01	-1.311119e+00
LTV1	-2.774884e+00	-2.662053e+00	2.055630e+00
TMEM50A	-9.947255e-01	-1.073147e+00	-1.307336e+00
BTAF1	-9.178117e-01	-9.248717e-01	-1.526595e+00
CPSF6	-7.637457e-01	-1.841045e+00	-7.636212e-01
PWP2	-1.178462e+00	-1.501703e+00	-6.776308e-01
MRS2	-6.570070e-01	-8.109057e-01	-1.887763e+00
CARD17	-1.031344e+00	-4.578699e-02	-2.273668e+00
MAGEA12	-2.103167e-01	-3.404074e+00	2.680556e-01
ZBTB7C	-1.061097e+00	-1.031701e+00	-1.237004e+00
C7orf49	-4.468773e-01	-1.611783e+00	-1.258038e+00
SCAMP4	-1.334805e+00	-1.023117e+00	-9.579964e-01
RNH1	-1.239563e+00	-9.865672e-01	-1.088798e+00
UQCR10	-2.229901e-01	-3.612326e-01	-2.724574e+00
CHMP3	-6.440404e-01	-1.525765e+00	-1.137890e+00
SLC3A2	-9.043319e-02	1.278689e-01	-3.342791e+00
SPTY2D1	-8.963749e-01	-1.327900e+00	-1.077343e+00
TRIM4	-1.260426e+00	4.645156e-01	-2.502020e+00
C6orf136	-1.120816e+00	-1.277044e+00	-8.955673e-01
TESK2	-1.107019e+00	-1.411031e+00	-7.660713e-01
DIAPH3	-9.452328e-01	-6.941683e-01	-1.644542e+00
LPL	-1.140790e+00	-8.756694e-01	-1.245932e+00
ARHGEF5	-1.367023e+00	-1.033539e+00	-8.606454e-01
TBCB	-9.784271e-01	-7.857376e-01	-1.495813e+00
NKX6-1	-1.850149e+00	-1.353242e-01	-1.259876e+00
SIRT1	-1.438831e+00	-9.963327e-01	-8.027100e-01
TNS3	-2.772384e-01	1.771193e-01	-3.135494e+00
BCDIN3D	-1.265103e+00	-6.333385e-01	-1.335612e+00
FAM171B	6.583775e-01	5.918135e-01	-4.478865e+00
TMEM249	-5.546573e-01	-1.646345e+00	-1.022173e+00
CCNY	-9.387612e-02	9.195533e-02	-3.214717e+00
MAPKAPK2	-1.181224e+00	-1.131973e+00	-9.005633e-01
NEDD8-MDP1	-9.048405e-01	-1.208029e-01	-2.177083e+00
BICD1	-1.286629e+00	-1.089849e+00	-8.217095e-01
C15orf41	-8.681308e-01	-1.135488e+00	-1.190852e+00
NRBF2	6.397326e-01	-7.974732e-01	-3.030863e+00
PSAT1	-1.126034e+00	-8.709425e-01	-1.188287e+00
GNMT	-9.453153e-01	-9.758494e-01	-1.263619e+00
NLN	-5.536281e-01	-5.265289e-01	-2.100783e+00
RPA3	-1.327847e+00	-1.802914e+00	-4.629406e-02
AP3B1	-8.617387e-01	-1.062621e+00	-1.252559e+00
GTF2A1	-1.881262e-01	-1.971007e+00	-1.011508e+00
ENOX1	-1.176847e+00	-1.096065e+00	-8.954308e-01
H2AFB1	-9.346015e-01	-1.175604e+00	-1.057835e+00
RPS4X	-1.635018e+00	-1.294630e+00	-2.328011e-01
RAD54L	-5.406723e-01	-1.597626e+00	-1.019914e+00
TDRKH	3.146552e-01	3.611712e-01	-3.824686e+00
TRIM71	-1.007121e+00	-6.308142e-01	-1.498199e+00
VPS36	-2.935940e-01	-2.222586e+00	-6.117833e-01
LRRC46	-9.823376e-01	-1.104386e+00	-1.038543e+00
OCA2	-1.176621e+00	-5.973870e-01	-1.349266e+00
TBC1D15	-5.511716e-01	-1.328304e+00	-1.241295e+00
LETM2	-1.117343e+00	-1.023711e+00	-9.790520e-01
TBC1D3F	-9.645242e-01	-9.154025e-01	-1.239917e+00
ADAMTS5	6.032707e-03	-2.997330e-01	-2.824963e+00
PHGDH	-6.681252e-01	-1.458243e+00	-9.886492e-01
LRP12	-1.218096e+00	-7.585865e-01	-1.136799e+00
DEPDC1B	-2.826984e-01	1.999743e-01	-3.026018e+00
IMMP1L	-2.665336e+00	-4.215123e-01	-1.650943e-02
ELAVL4	-1.009163e-01	-2.875167e-01	-2.713572e+00
ABHD17C	4.409004e-01	-3.808798e-02	-3.501986e+00
NOG	6.751596e-01	1.556239e-01	-3.924247e+00
PPP1R10	-1.577581e+00	-1.384007e+00	-1.306352e-01
ESRP2	-6.396858e-01	-1.411753e+00	-1.040336e+00
SMS	-1.032755e+00	-9.973376e-01	-1.060000e+00
TAF7L	-1.448909e-02	1.341005e-01	-3.206966e+00
CXCR5	-1.173780e+00	-9.373200e-01	-9.754854e-01
LEPROT	-8.553395e-01	-1.044271e+00	-1.186956e+00
COQ10A	-1.249033e+00	-5.805540e-01	-1.253453e+00
TBL1X	4.956687e-01	-5.854352e-01	-2.986489e+00
SLC39A5	-1.265968e+00	-5.852096e-01	-1.220758e+00
PARP12	-1.537558e+00	-9.455223e-01	-5.871871e-01
NF2	-7.066249e-01	-1.172269e+00	-1.190399e+00
USP24	-6.122785e-01	-1.912505e+00	-5.412710e-01
BCR	-9.680955e-01	-1.318349e+00	-7.740369e-01
HSPG2	-9.267619e-01	-1.149481e+00	-9.796498e-01
EAF2	-7.062278e-03	-1.701945e-01	-2.874402e+00
FAM193B	-9.799786e-01	-5.196832e-01	-1.551091e+00
LDLR	-7.357951e-01	-9.515194e-01	-1.363358e+00
GOLGA1	1.954972e-01	-1.473970e-01	-3.096648e+00
DPY19L2	-1.880930e+00	-8.377568e-01	-3.272554e-01
CYGB	1.319681e+00	-4.608258e-02	-4.318788e+00
GARS	-1.181984e+00	-1.455103e+00	-4.058846e-01
SNTB2	-8.409299e-01	-1.570327e+00	-6.305846e-01
EPRS	-1.652645e+00	-1.265973e+00	-1.184533e-01
MED15	-9.820490e-01	-1.203154e+00	-8.518616e-01
ING5	-9.860527e-01	-1.626053e+00	-4.209232e-01
