Gene	S1	S2	S3
CAPZA1	9.949353e-01	8.917540e-01	8.725390e-01
PCDHA8	7.435800e-01	8.762080e-01	3.612677e+00
MUC4	9.672654e-01	1.277337e+00	1.450480e+00
GATAD1	4.035038e-01	4.494733e-01	2.636950e+00
CHRNA4	6.771359e-01	8.825189e-01	3.521697e+00
MAP2K6	4.832136e-01	5.540100e-01	6.434898e-01
EIF2AK4	4.864395e-01	5.523197e-01	5.417441e-01
EFCAB13	6.636613e-01	7.225691e-01	3.538080e+00
LOH12CR1	2.504157e+00	1.491125e+00	2.840155e+00
11-Sep	4.084958e-01	4.547127e-01	2.262572e+00
PQLC1	4.867636e-01	5.799597e-01	2.707814e+00
NLRP3	4.809303e-01	5.971378e-01	5.190713e-01
WWOX	6.010125e-01	1.021388e+00	7.412414e-01
COPRS	5.102522e-01	5.463076e-01	5.221644e-01
ADAM2	9.546150e-01	8.672523e-01	9.408263e-01
ETV3L	7.798400e-01	6.921568e-01	8.493903e-01
IKZF3	1.409354e+00	1.040360e+00	8.484655e-01
SMARCA5	9.378741e-01	8.862192e-01	9.328849e-01
ZIK1	4.813463e-01	5.429423e-01	5.568565e-01
SLC12A7	9.262031e-01	7.009462e-01	7.521359e-01
FRRS1	2.497333e+00	1.599090e+00	2.715850e+00
FAM171A1	5.100592e-01	5.337989e-01	5.337941e-01
GLMN	2.318075e+00	2.181380e+00	2.868935e+00
LTBP2	7.676450e-01	9.231984e-01	9.105921e-01
TUBA3E	7.898744e-01	7.139250e-01	3.392691e+00
SUFU	4.847911e-01	5.276872e-01	5.671419e-01
STAR	5.566977e-01	5.947172e-01	1.194806e+00
GAREML	4.742557e-01	6.209482e-01	6.865598e-01
WDR92	2.362952e+00	2.367873e+00	2.772724e+00
C15orf56	9.282348e-01	8.258858e-01	7.423267e-01
RASD1	2.328664e+00	2.139808e+00	2.677970e+00
SMLR1	2.608427e+00	1.306123e+00	1.276225e+00
EIF4A1	1.073077e+00	1.160806e+00	2.856422e+00
TMEM127	6.500946e-01	5.561131e-01	5.194270e-01
DNM2	1.054757e+00	1.197512e+00	8.964966e-01
SPAG9	6.684522e-01	1.033561e+00	7.544092e-01
DDOST	2.350612e+00	2.313932e+00	2.741150e+00
CHKB	8.863509e-01	1.118715e+00	9.311494e-01
HNRNPDL	1.175518e+00	1.009483e+00	1.059358e+00
PPP2R2A	8.775734e-01	1.059976e+00	1.002143e+00
PPIH	2.691969e+00	1.629167e+00	2.587634e+00
SDC3	4.757698e-01	7.513941e-01	3.511650e+00
CYP46A1	7.221847e-01	1.151039e+00	1.075668e+00
VWA3A	1.023767e+00	8.897132e-01	9.020185e-01
KIAA0247	6.322892e-01	5.851252e-01	6.613362e-01
SUDS3	2.210274e+00	1.826693e+00	2.839336e+00
APOM	6.115703e-01	7.096423e-01	5.997253e-01
PDZRN3	6.700492e-01	7.513767e-01	7.984995e-01
INSC	4.114363e-01	4.096457e-01	2.761934e+00
CMTM1	2.646235e+00	1.562156e+00	2.603259e+00
QKI	9.294589e-01	9.235237e-01	8.726423e-01
MEF2BNB	8.244163e-01	7.613780e-01	9.325298e-01
TCF3	8.476843e-01	1.161595e+00	9.085462e-01
FLYWCH2	4.803981e-01	5.424350e-01	3.168247e+00
PAPSS2	5.113894e-01	6.499320e-01	6.418635e-01
SERF2	1.009755e+00	8.651033e-01	1.170994e+00
PHF14	6.965174e-01	6.821381e-01	3.495128e+00
IMMP2L	5.448248e-01	5.712542e-01	3.526057e+00
AKT1	4.811299e-01	5.287172e-01	5.655209e-01
PACRG	7.904061e-01	1.069615e+00	1.077151e+00
FADS2	3.633743e-01	4.789129e-01	5.208594e-01
SLC29A4	8.058392e-01	1.181329e+00	9.393853e-01
RPRML	1.074509e+00	8.830254e-01	1.003509e+00
DTX3L	8.220207e-01	8.772992e-01	3.446312e+00
RNF166	5.236114e-01	5.578475e-01	4.687743e-01
TMEM63C	9.298394e-01	1.198682e+00	8.972677e-01
ZNF585A	2.303524e+00	2.286874e+00	2.717604e+00
EPG5	9.924583e-01	1.107895e+00	1.392070e+00
ADO	7.558748e-01	9.425651e-01	8.828604e-01
HEXDC	5.278328e-01	6.661776e-01	6.687352e-01
TAF2	2.475654e+00	1.988594e+00	2.641774e+00
PAN2	6.928286e-01	6.994101e-01	8.204800e-01
NPTX1	4.807086e-01	4.471256e-01	2.316822e+00
HKDC1	6.797230e-01	7.214871e-01	6.426227e-01
PLXDC1	4.733319e-01	6.179660e-01	4.869923e-01
ELP4	9.320127e-01	1.860619e+00	1.673515e+00
C11orf82	8.742461e-01	1.214889e+00	8.277692e-01
PDDC1	2.429025e+00	2.018031e+00	2.635616e+00
BLOC1S2	1.027602e+00	1.402687e+00	1.437690e+00
KIF18A	2.601463e+00	1.732079e+00	2.570676e+00
ABCB6	6.298952e-01	5.031455e-01	6.973459e-01
NXT1	8.760988e-01	1.431272e+00	1.030704e+00
AMT	2.544691e+00	1.275796e+00	1.241956e+00
MAST4	4.674657e-01	5.317298e-01	5.745179e-01
MED29	2.428597e+00	1.719781e+00	2.575803e+00
KHDC1	2.134139e+00	1.641837e+00	2.957584e+00
TRIM28	7.142523e-01	7.386029e-01	3.215176e+00
PKD2	8.829886e-01	8.969947e-01	9.145477e-01
BOLA3	6.061196e-01	9.846972e-01	7.369449e-01
ZFP14	4.153897e-01	5.164193e-01	2.643021e+00
CTRB1	9.205183e-01	1.124254e+00	1.721830e+00
SRSF5	7.242189e-01	9.331268e-01	7.521073e-01
DDC	4.917931e-01	5.267825e-01	5.911903e-01
PAPOLA	2.172861e+00	1.540422e+00	2.872371e+00
CYP2S1	4.680252e-01	5.912260e-01	5.137519e-01
LHFP	1.013771e+00	1.411673e+00	1.658254e+00
BMP15	7.820998e-01	1.208062e+00	9.021994e-01
CREB3L1	5.510996e-01	6.758950e-01	3.455491e+00
NUP133	2.455375e+00	1.341847e+00	2.851100e+00
C1QTNF9B-AS1	4.506254e-01	6.980440e-01	5.578051e-01
NEK2	7.352726e-01	6.637620e-01	8.107143e-01
FAM26F	6.741848e-01	5.345952e-01	3.458159e+00
PFDN4	2.542755e+00	1.335536e+00	1.647804e+00
RHEB	1.089139e+00	8.002318e-01	9.253859e-01
SYCP1	6.128469e-01	8.565247e-01	3.371893e+00
PLD1	4.248435e-01	5.232551e-01	3.470594e+00
LRRK2	4.720946e-01	5.466787e-01	5.475701e-01
NANOG	9.265200e-01	1.066460e+00	9.052999e-01
C6orf132	6.818514e-01	8.727102e-01	1.018728e+00
LOC100129083	6.701530e-01	6.992369e-01	9.149946e-01
ATG12	6.861113e-01	8.859354e-01	3.308716e+00
RBL2	3.272413e-01	4.222859e-01	3.118227e-01
NME1-NME2	8.882694e-01	8.868425e-01	8.953320e-01
FAAH	5.109786e-01	6.586292e-01	3.277292e+00
PPP2CB	4.491556e-01	5.361287e-01	5.847282e-01
MTOR	1.662442e+00	1.855963e+00	2.053309e+00
EPM2AIP1	7.800695e-01	1.150569e+00	9.429261e-01
GLOD4	4.732596e-01	5.207558e-01	2.335630e+00
PEX19	6.871168e-01	8.984034e-01	7.610771e-01
KAT5	2.535543e+00	1.728636e+00	2.535676e+00
NOSTRIN	6.612162e-01	9.924129e-01	6.891723e-01
C1orf56	4.946305e-01	5.305595e-01	5.369766e-01
RRP8	2.181269e+00	1.884231e+00	2.843019e+00
LRP5L	3.994420e-01	4.704984e-01	1.265074e+00
PWWP2A	6.220575e-01	5.137157e-01	6.121043e-01
ATXN7L2	7.158882e-01	9.054757e-01	9.199605e-01
CD70	5.613916e-01	7.087364e-01	3.554135e+00
PDK2	6.346636e-01	5.411071e-01	7.939469e-01
GABRA2	9.462540e-01	8.905031e-01	6.926547e-01
MED13L	5.346869e-01	5.488371e-01	5.733162e-01
AREL1	6.477063e-01	5.052988e-01	6.628713e-01
C12orf71	7.513674e-01	8.191280e-01	7.350034e-01
TMEM9B	4.380795e-01	4.910594e-01	3.474142e+00
TNFSF12	6.669755e-01	7.143567e-01	8.237703e-01
SNTG2	4.039550e-01	4.546415e-01	1.597132e+00
KIR3DL1	7.406351e-01	7.795537e-01	3.367952e+00
ZNF773	4.346379e-01	6.515650e-01	3.408703e+00
LCN9	5.112033e-01	6.619408e-01	3.264372e+00
HRSP12	9.753540e-01	1.088048e+00	9.056727e-01
RBM27	7.741535e-01	1.365849e+00	8.332441e-01
COX7A1	2.233602e+00	1.682296e+00	2.574409e+00
TMEM184B	4.081833e-01	4.763121e-01	9.784572e-01
MRPS33	2.596378e+00	1.350213e+00	2.538733e+00
TRMT112	1.017391e+00	1.061488e+00	8.520301e-01
PDCD5	4.754840e-01	5.167531e-01	5.700012e-01
PAFAH1B1	2.410599e+00	1.657800e+00	2.501754e+00
SUPT7L	8.516109e-01	1.115938e+00	8.679727e-01
CD33	6.874570e-01	6.839981e-01	7.470441e-01
SLC50A1	7.362405e-01	6.776190e-01	7.564630e-01
CCNF	4.956575e-01	5.046129e-01	5.606734e-01
WDR24	2.425566e+00	1.321818e+00	2.717156e+00
MTHFD1	8.734573e-01	6.945475e-01	7.897433e-01
LTV1	2.756709e+00	2.023413e+00	3.013573e+00
TMEM50A	4.686293e-01	5.337587e-01	5.578915e-01
BTAF1	5.902670e-01	5.456921e-01	7.956738e-01
CPSF6	2.187754e+00	1.903762e+00	2.554123e+00
PWP2	2.272355e+00	1.766942e+00	2.519107e+00
MRS2	7.878280e-01	1.004785e+00	2.166768e+00
CARD17	2.182699e+00	1.311655e+00	3.020100e+00
MAGEA12	2.322246e+00	2.316095e+00	1.392062e+00
ZBTB7C	4.477124e-01	5.478015e-01	5.837526e-01
C7orf49	7.420244e-01	1.176387e+00	9.318985e-01
SCAMP4	9.015588e-01	8.805674e-01	8.630277e-01
RNH1	5.624496e-01	6.761557e-01	5.930742e-01
UQCR10	6.265067e-01	8.490677e-01	3.200895e+00
CHMP3	8.653849e-01	1.744817e+00	1.357921e+00
SLC3A2	5.049637e-01	6.114103e-01	3.470743e+00
SPTY2D1	4.599216e-01	5.800323e-01	5.329840e-01
TRIM4	9.807887e-01	9.621600e-01	2.063309e+00
C6orf136	8.615087e-01	1.045821e+00	8.542315e-01
TESK2	6.687815e-01	8.590835e-01	6.272282e-01
DIAPH3	6.071233e-01	6.169565e-01	8.327085e-01
LPL	5.450194e-01	6.325092e-01	5.997259e-01
ARHGEF5	6.589377e-01	5.442216e-01	5.651535e-01
TBCB	8.277543e-01	1.014254e+00	9.948964e-01
NKX6-1	2.527210e+00	1.314177e+00	2.584858e+00
SIRT1	6.700819e-01	5.387103e-01	5.428667e-01
TNS3	6.417245e-01	8.221808e-01	3.365517e+00
BCDIN3D	9.121807e-01	9.959170e-01	9.535910e-01
FAM171B	6.028697e-01	6.348304e-01	3.527586e+00
TMEM249	7.625332e-01	1.775091e+00	1.073050e+00
CCNY	4.393551e-01	5.022039e-01	3.092700e+00
MAPKAPK2	6.674703e-01	8.100623e-01	6.123954e-01
NEDD8-MDP1	2.119431e+00	8.519875e-01	2.852764e+00
BICD1	5.108389e-01	5.379892e-01	5.045742e-01
C15orf41	6.976286e-01	9.025238e-01	9.082043e-01
NRBF2	8.294715e-01	1.546011e+00	3.251689e+00
PSAT1	8.650372e-01	1.026313e+00	9.254745e-01
GNMT	8.482598e-01	1.043697e+00	9.479731e-01
NLN	7.582661e-01	9.130121e-01	2.941273e+00
RPA3	2.334039e+00	1.876934e+00	2.525477e+00
AP3B1	4.577911e-01	5.381076e-01	5.589614e-01
GTF2A1	7.537885e-01	1.947130e+00	2.617169e+00
ENOX1	6.614476e-01	6.733196e-01	6.421588e-01
H2AFB1	4.728973e-01	5.807209e-01	6.171385e-01
RPS4X	2.427066e+00	1.676231e+00	2.472327e+00
RAD54L	4.274757e-01	7.398067e-01	5.730201e-01
TDRKH	6.796850e-01	5.690207e-01	3.524843e+00
TRIM71	6.243788e-01	6.101825e-01	8.127961e-01
VPS36	2.158516e+00	2.041352e+00	2.564141e+00
LRRC46	7.157311e-01	8.921575e-01	7.471502e-01
OCA2	6.213566e-01	4.920334e-01	6.224017e-01
TBC1D15	7.436608e-01	1.141962e+00	1.380288e+00
LETM2	3.129544e-01	2.800466e-01	2.732932e-01
TBC1D3F	4.742697e-01	5.235462e-01	5.937888e-01
ADAMTS5	3.764699e-01	4.515976e-01	1.469692e+00
PHGDH	7.716057e-01	1.097558e+00	8.754471e-01
LRP12	6.856057e-01	6.447309e-01	6.918159e-01
DEPDC1B	6.421738e-01	8.231624e-01	3.322394e+00
IMMP1L	2.881778e+00	1.382893e+00	2.429790e+00
ELAVL4	5.941124e-01	8.168466e-01	3.218170e+00
ABHD17C	4.588512e-01	5.126152e-01	2.301300e+00
NOG	7.683583e-01	5.872431e-01	2.133076e+00
PPP1R10	2.405620e+00	1.712869e+00	2.476912e+00
ESRP2	8.793856e-01	1.340944e+00	1.482949e+00
SMS	6.574441e-01	6.645928e-01	7.387213e-01
TAF7L	6.269554e-01	8.117994e-01	3.203586e+00
CXCR5	7.471429e-01	7.235334e-01	7.300279e-01
LEPROT	6.212744e-01	8.796552e-01	7.730857e-01
COQ10A	7.755987e-01	8.145860e-01	9.150275e-01
TBL1X	8.199322e-01	9.354644e-01	3.248415e+00
SLC39A5	8.869477e-01	6.319320e-01	9.152284e-01
PARP12	9.292875e-01	6.632496e-01	6.723013e-01
NF2	4.422055e-01	5.564374e-01	5.548267e-01
USP24	4.867832e-01	1.052985e+00	6.664192e-01
BCR	6.061367e-01	7.331060e-01	6.193430e-01
HSPG2	4.687394e-01	5.533177e-01	5.265668e-01
EAF2	5.968324e-01	6.544269e-01	3.098639e+00
FAM193B	4.842747e-01	4.849773e-01	7.315657e-01
LDLR	6.741773e-01	9.079987e-01	9.552323e-01
GOLGA1	6.183911e-01	6.537497e-01	3.367204e+00
DPY19L2	2.533668e+00	1.501039e+00	8.789233e-01
CYGB	6.409481e-01	4.624530e-01	1.878084e+00
GARS	2.262342e+00	1.750638e+00	2.462881e+00
SNTB2	6.962600e-01	1.142773e+00	6.766980e-01
EPRS	2.433319e+00	1.664447e+00	2.462057e+00
MED15	3.822871e-01	4.210437e-01	3.938901e-01
ING5	7.173001e-01	1.009039e+00	6.512139e-01
CYB5B	6.343780e-01	7.455614e-01	3.162832e+00
GTF2H4	7.102675e-01	7.945925e-01	3.092846e+00
COMMD7	5.496097e-01	7.121601e-01	3.488336e+00
PGD	6.833665e-01	6.763110e-01	5.551029e-01
LDLRAD2	2.476954e+00	1.596384e+00	2.442982e+00
DDX21	2.258606e+00	2.243797e+00	2.659605e+00
NDUFC1	6.063550e-01	6.839789e-01	5.172710e-01
SUPT4H1	2.392340e+00	1.493261e+00	2.421958e+00
CEL	9.210980e-01	1.122736e+00	9.950638e-01
XPR1	6.445957e-01	6.412265e-01	6.102133e-01
ATP5L2	2.341689e+00	1.598554e+00	2.428279e+00
RPTOR	2.237795e+00	1.524225e+00	2.467456e+00
MYEOV2	8.146915e-01	8.976361e-01	7.440161e-01
ZBBX	8.413987e-01	4.779320e-01	1.726133e+00
GALNT16	5.963191e-01	6.426433e-01	3.119646e+00
MTCH1	4.566902e-01	5.472874e-01	5.415637e-01
OTOR	2.068680e+00	1.559624e+00	2.605635e+00
POLDIP3	6.443741e-01	7.923415e-01	3.154360e+00
EP400	2.270479e+00	1.879006e+00	2.498223e+00
ANKMY1	7.819408e-01	6.089684e-01	9.214193e-01
IMP4	2.594313e+00	1.602645e+00	2.898342e+00
ELP3	9.290207e-01	1.143049e+00	1.297876e+00
CTNNBL1	8.082646e-01	1.064415e+00	1.004111e+00
PIGG	6.252152e-01	5.225592e-01	5.880563e-01
RTEL1	6.450901e-01	8.509736e-01	7.971303e-01
UBA2	9.413329e-01	1.011210e+00	8.463283e-01
SNX18	5.103673e-01	5.769819e-01	1.339914e+00
ZHX3	5.009283e-01	4.910163e-01	5.524251e-01
FBXO4	6.468806e-01	7.162844e-01	6.220253e-01
PAK7	5.660518e-01	7.259021e-01	5.891317e-01
PIGZ	5.050304e-01	5.327814e-01	5.027864e-01
TLE6	9.033918e-01	6.207156e-01	6.335834e-01
STK19	9.430358e-01	1.148609e+00	1.292414e+00
IMPG1	9.104234e-01	1.420500e+00	7.526884e-01
INPP5F	4.518194e-01	6.564310e-01	7.854795e-01
DNAJC9	2.139691e+00	2.051232e+00	2.541447e+00
SKIV2L2	2.689939e+00	1.414257e+00	2.601895e+00
ZNF695	2.268690e+00	2.155075e+00	2.644876e+00
LGI2	4.484900e-01	4.674054e-01	3.323908e+00
EHD1	6.010948e-01	6.434480e-01	3.284206e+00
GPR97	7.623570e-01	9.418979e-01	8.928405e-01
